Date,Divisions,Channels,Product category,Cash,Actual Sales,Planned Sales
2022-05-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,966,878
2022-05-31,Восток,Mobile Commerce,Sports,Cash,611,630
2022-05-31,Восток,Mobile Commerce,Sports,Non-Cash,1135,1170
2022-05-31,Восток,Mobile Commerce,Books,Cash,252,315
2022-05-31,Восток,Mobile Commerce,Books,Non-Cash,468,585
2022-06-30,Север,B2C,Electronics,Cash,309,315
2022-06-30,Север,B2C,Electronics,Non-Cash,573,585
2022-06-30,Север,B2C,Clothing,Cash,309,262
2022-06-30,Север,B2C,Clothing,Non-Cash,576,488
2022-06-30,Север,B2C,Home & Kitchen,Cash,169,158
2022-06-30,Север,B2C,Home & Kitchen,Non-Cash,312,292
2022-06-30,Север,B2C,Sports,Cash,181,210
2022-06-30,Север,B2C,Sports,Non-Cash,335,390
2022-06-30,Север,B2C,Books,Cash,121,105
2022-06-30,Север,B2C,Books,Non-Cash,224,195
2022-06-30,Север,B2B,Electronics,Cash,399,420
2022-06-30,Север,B2B,Electronics,Non-Cash,741,780
2022-06-30,Север,B2B,Clothing,Cash,298,350
2022-06-30,Север,B2B,Clothing,Non-Cash,552,650
2022-06-30,Север,B2B,Home & Kitchen,Cash,248,210
2022-06-30,Север,B2B,Home & Kitchen,Non-Cash,460,390
2022-06-30,Север,B2B,Sports,Cash,314,280
2022-06-30,Север,B2B,Sports,Non-Cash,582,520
2022-06-30,Север,B2B,Books,Cash,144,140
2022-06-30,Север,B2B,Books,Non-Cash,268,260
2022-06-30,Север,Mobile Commerce,Electronics,Cash,461,378
2022-06-30,Север,Mobile Commerce,Electronics,Non-Cash,856,702
2022-06-30,Север,Mobile Commerce,Clothing,Cash,362,315
2022-06-30,Север,Mobile Commerce,Clothing,Non-Cash,673,585
2022-06-30,Север,Mobile Commerce,Home & Kitchen,Cash,146,189
2022-06-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,270,351
2022-06-30,Север,Mobile Commerce,Sports,Cash,257,252
2022-06-30,Север,Mobile Commerce,Sports,Non-Cash,477,468
2022-06-30,Север,Mobile Commerce,Books,Cash,118,126
2022-06-30,Север,Mobile Commerce,Books,Non-Cash,220,234
2022-06-30,Запад,B2C,Electronics,Cash,472,472
2022-06-30,Запад,B2C,Electronics,Non-Cash,878,878
2022-06-30,Запад,B2C,Clothing,Cash,386,394
2022-06-30,Запад,B2C,Clothing,Non-Cash,716,731
2022-06-30,Запад,B2C,Home & Kitchen,Cash,286,236
2022-06-30,Запад,B2C,Home & Kitchen,Non-Cash,531,439
2022-06-30,Запад,B2C,Sports,Cash,299,315
2022-06-30,Запад,B2C,Sports,Non-Cash,556,585
2022-06-30,Запад,B2C,Books,Cash,164,158
2022-06-30,Запад,B2C,Books,Non-Cash,304,292
2022-06-30,Запад,B2B,Electronics,Cash,491,630
2022-06-30,Запад,B2B,Electronics,Non-Cash,913,1170
2022-06-30,Запад,B2B,Clothing,Cash,578,525
2022-06-30,Запад,B2B,Clothing,Non-Cash,1072,975
2022-06-30,Запад,B2B,Home & Kitchen,Cash,359,315
2022-06-30,Запад,B2B,Home & Kitchen,Non-Cash,667,585
2022-06-30,Запад,B2B,Sports,Cash,353,420
2022-06-30,Запад,B2B,Sports,Non-Cash,655,780
2022-06-30,Запад,B2B,Books,Cash,176,210
2022-06-30,Запад,B2B,Books,Non-Cash,328,390
2022-06-30,Запад,Mobile Commerce,Electronics,Cash,658,567
2022-06-30,Запад,Mobile Commerce,Electronics,Non-Cash,1221,1053
2022-06-30,Запад,Mobile Commerce,Clothing,Cash,463,472
2022-06-30,Запад,Mobile Commerce,Clothing,Non-Cash,860,878
2022-06-30,Запад,Mobile Commerce,Home & Kitchen,Cash,222,284
2022-06-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,410,526
2022-06-30,Запад,Mobile Commerce,Sports,Cash,457,378
2022-06-30,Запад,Mobile Commerce,Sports,Non-Cash,849,702
2022-06-30,Запад,Mobile Commerce,Books,Cash,191,189
2022-06-30,Запад,Mobile Commerce,Books,Non-Cash,355,351
2022-06-30,Восток,B2C,Electronics,Cash,938,788
2022-06-30,Восток,B2C,Electronics,Non-Cash,1740,1462
2022-06-30,Восток,B2C,Clothing,Cash,512,656
2022-06-30,Восток,B2C,Clothing,Non-Cash,951,1219
2022-06-30,Восток,B2C,Home & Kitchen,Cash,418,394
2022-06-30,Восток,B2C,Home & Kitchen,Non-Cash,775,731
2022-06-30,Восток,B2C,Sports,Cash,441,525
2022-06-30,Восток,B2C,Sports,Non-Cash,819,975
2022-06-30,Восток,B2C,Books,Cash,223,262
2022-06-30,Восток,B2C,Books,Non-Cash,415,488
2022-06-30,Восток,B2B,Electronics,Cash,1071,1050
2022-06-30,Восток,B2B,Electronics,Non-Cash,1989,1950
2022-06-30,Восток,B2B,Clothing,Cash,1050,875
2022-06-30,Восток,B2B,Clothing,Non-Cash,1950,1625
2022-06-30,Восток,B2B,Home & Kitchen,Cash,431,525
2022-06-30,Восток,B2B,Home & Kitchen,Non-Cash,800,975
2022-06-30,Восток,B2B,Sports,Cash,798,700
2022-06-30,Восток,B2B,Sports,Non-Cash,1482,1300
2022-06-30,Восток,B2B,Books,Cash,336,350
2022-06-30,Восток,B2B,Books,Non-Cash,624,650
2022-06-30,Восток,Mobile Commerce,Electronics,Cash,1021,945
2022-06-30,Восток,Mobile Commerce,Electronics,Non-Cash,1895,1755
2022-06-30,Восток,Mobile Commerce,Clothing,Cash,938,788
2022-06-30,Восток,Mobile Commerce,Clothing,Non-Cash,1740,1462
2022-06-30,Восток,Mobile Commerce,Home & Kitchen,Cash,514,472
2022-06-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,957,878
2022-06-30,Восток,Mobile Commerce,Sports,Cash,687,630
2022-06-30,Восток,Mobile Commerce,Sports,Non-Cash,1275,1170
2022-06-30,Восток,Mobile Commerce,Books,Cash,312,315
2022-06-30,Восток,Mobile Commerce,Books,Non-Cash,579,585
2022-07-31,Север,B2C,Electronics,Cash,340,315
2022-07-31,Север,B2C,Electronics,Non-Cash,632,585
2022-07-31,Север,B2C,Clothing,Cash,210,262
2022-07-31,Север,B2C,Clothing,Non-Cash,390,488
2022-07-31,Север,B2C,Home & Kitchen,Cash,182,158
2022-07-31,Север,B2C,Home & Kitchen,Non-Cash,336,292
2022-07-31,Север,B2C,Sports,Cash,233,210
2022-07-31,Север,B2C,Sports,Non-Cash,433,390
2022-07-31,Север,B2C,Books,Cash,79,105
2022-07-31,Север,B2C,Books,Non-Cash,146,195
2022-07-31,Север,B2B,Electronics,Cash,361,420
2022-07-31,Север,B2B,Electronics,Non-Cash,671,780
2022-07-31,Север,B2B,Clothing,Cash,382,350
2022-07-31,Север,B2B,Clothing,Non-Cash,708,650
2022-07-31,Север,B2B,Home & Kitchen,Cash,168,210
2022-07-31,Север,B2B,Home & Kitchen,Non-Cash,312,390
2022-07-31,Север,B2B,Sports,Cash,255,280
2022-07-31,Север,B2B,Sports,Non-Cash,473,520
2022-07-31,Север,B2B,Books,Cash,116,140
2022-07-31,Север,B2B,Books,Non-Cash,216,260
2022-07-31,Север,Mobile Commerce,Electronics,Cash,287,378
2022-07-31,Север,Mobile Commerce,Electronics,Non-Cash,534,702
2022-07-31,Север,Mobile Commerce,Clothing,Cash,290,315
2022-07-31,Север,Mobile Commerce,Clothing,Non-Cash,538,585
2022-07-31,Север,Mobile Commerce,Home & Kitchen,Cash,232,189
2022-07-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,432,351
2022-07-31,Север,Mobile Commerce,Sports,Cash,277,252
2022-07-31,Север,Mobile Commerce,Sports,Non-Cash,515,468
2022-07-31,Север,Mobile Commerce,Books,Cash,129,126
2022-07-31,Север,Mobile Commerce,Books,Non-Cash,239,234
2022-07-31,Запад,B2C,Electronics,Cash,543,472
2022-07-31,Запад,B2C,Electronics,Non-Cash,1010,878
2022-07-31,Запад,B2C,Clothing,Cash,437,394
2022-07-31,Запад,B2C,Clothing,Non-Cash,811,731
2022-07-31,Запад,B2C,Home & Kitchen,Cash,290,236
2022-07-31,Запад,B2C,Home & Kitchen,Non-Cash,540,439
2022-07-31,Запад,B2C,Sports,Cash,315,315
2022-07-31,Запад,B2C,Sports,Non-Cash,585,585
2022-07-31,Запад,B2C,Books,Cash,123,158
2022-07-31,Запад,B2C,Books,Non-Cash,228,292
2022-07-31,Запад,B2B,Electronics,Cash,718,630
2022-07-31,Запад,B2B,Electronics,Non-Cash,1334,1170
2022-07-31,Запад,B2B,Clothing,Cash,578,525
2022-07-31,Запад,B2B,Clothing,Non-Cash,1072,975
2022-07-31,Запад,B2B,Home & Kitchen,Cash,331,315
2022-07-31,Запад,B2B,Home & Kitchen,Non-Cash,614,585
2022-07-31,Запад,B2B,Sports,Cash,437,420
2022-07-31,Запад,B2B,Sports,Non-Cash,811,780
2022-07-31,Запад,B2B,Books,Cash,260,210
2022-07-31,Запад,B2B,Books,Non-Cash,484,390
2022-07-31,Запад,Mobile Commerce,Electronics,Cash,612,567
2022-07-31,Запад,Mobile Commerce,Electronics,Non-Cash,1137,1053
2022-07-31,Запад,Mobile Commerce,Clothing,Cash,439,472
2022-07-31,Запад,Mobile Commerce,Clothing,Non-Cash,817,878
2022-07-31,Запад,Mobile Commerce,Home & Kitchen,Cash,261,284
2022-07-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,484,526
2022-07-31,Запад,Mobile Commerce,Sports,Cash,393,378
2022-07-31,Запад,Mobile Commerce,Sports,Non-Cash,730,702
2022-07-31,Запад,Mobile Commerce,Books,Cash,180,189
2022-07-31,Запад,Mobile Commerce,Books,Non-Cash,333,351
2022-07-31,Восток,B2C,Electronics,Cash,607,788
2022-07-31,Восток,B2C,Electronics,Non-Cash,1126,1462
2022-07-31,Восток,B2C,Clothing,Cash,525,656
2022-07-31,Восток,B2C,Clothing,Non-Cash,975,1219
2022-07-31,Восток,B2C,Home & Kitchen,Cash,441,394
2022-07-31,Восток,B2C,Home & Kitchen,Non-Cash,819,731
2022-07-31,Восток,B2C,Sports,Cash,457,525
2022-07-31,Восток,B2C,Sports,Non-Cash,848,975
2022-07-31,Восток,B2C,Books,Cash,312,262
2022-07-31,Восток,B2C,Books,Non-Cash,581,488
2022-07-31,Восток,B2B,Electronics,Cash,808,1050
2022-07-31,Восток,B2B,Electronics,Non-Cash,1502,1950
2022-07-31,Восток,B2B,Clothing,Cash,1068,875
2022-07-31,Восток,B2B,Clothing,Non-Cash,1982,1625
2022-07-31,Восток,B2B,Home & Kitchen,Cash,536,525
2022-07-31,Восток,B2B,Home & Kitchen,Non-Cash,994,975
2022-07-31,Восток,B2B,Sports,Cash,672,700
2022-07-31,Восток,B2B,Sports,Non-Cash,1248,1300
2022-07-31,Восток,B2B,Books,Cash,399,350
2022-07-31,Восток,B2B,Books,Non-Cash,741,650
2022-07-31,Восток,Mobile Commerce,Electronics,Cash,1077,945
2022-07-31,Восток,Mobile Commerce,Electronics,Non-Cash,2001,1755
2022-07-31,Восток,Mobile Commerce,Clothing,Cash,678,788
2022-07-31,Восток,Mobile Commerce,Clothing,Non-Cash,1257,1462
2022-07-31,Восток,Mobile Commerce,Home & Kitchen,Cash,458,472
2022-07-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,852,878
2022-07-31,Восток,Mobile Commerce,Sports,Cash,662,630
2022-07-31,Восток,Mobile Commerce,Sports,Non-Cash,1228,1170
2022-07-31,Восток,Mobile Commerce,Books,Cash,290,315
2022-07-31,Восток,Mobile Commerce,Books,Non-Cash,538,585
2022-08-31,Север,B2C,Electronics,Cash,255,315
2022-08-31,Север,B2C,Electronics,Non-Cash,474,585
2022-08-31,Север,B2C,Clothing,Cash,215,262
2022-08-31,Север,B2C,Clothing,Non-Cash,400,488
2022-08-31,Север,B2C,Home & Kitchen,Cash,147,158
2022-08-31,Север,B2C,Home & Kitchen,Non-Cash,272,292
2022-08-31,Север,B2C,Sports,Cash,216,210
2022-08-31,Север,B2C,Sports,Non-Cash,402,390
2022-08-31,Север,B2C,Books,Cash,124,105
2022-08-31,Север,B2C,Books,Non-Cash,230,195
2022-08-31,Север,B2B,Electronics,Cash,395,420
2022-08-31,Север,B2B,Electronics,Non-Cash,733,780
2022-08-31,Север,B2B,Clothing,Cash,434,350
2022-08-31,Север,B2B,Clothing,Non-Cash,806,650
2022-08-31,Север,B2B,Home & Kitchen,Cash,244,210
2022-08-31,Север,B2B,Home & Kitchen,Non-Cash,452,390
2022-08-31,Север,B2B,Sports,Cash,291,280
2022-08-31,Север,B2B,Sports,Non-Cash,541,520
2022-08-31,Север,B2B,Books,Cash,169,140
2022-08-31,Север,B2B,Books,Non-Cash,315,260
2022-08-31,Север,Mobile Commerce,Electronics,Cash,363,378
2022-08-31,Север,Mobile Commerce,Electronics,Non-Cash,674,702
2022-08-31,Север,Mobile Commerce,Clothing,Cash,265,315
2022-08-31,Север,Mobile Commerce,Clothing,Non-Cash,491,585
2022-08-31,Север,Mobile Commerce,Home & Kitchen,Cash,189,189
2022-08-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,351,351
2022-08-31,Север,Mobile Commerce,Sports,Cash,270,252
2022-08-31,Север,Mobile Commerce,Sports,Non-Cash,501,468
2022-08-31,Север,Mobile Commerce,Books,Cash,129,126
2022-08-31,Север,Mobile Commerce,Books,Non-Cash,239,234
2022-08-31,Запад,B2C,Electronics,Cash,396,472
2022-08-31,Запад,B2C,Electronics,Non-Cash,738,878
2022-08-31,Запад,B2C,Clothing,Cash,406,394
2022-08-31,Запад,B2C,Clothing,Non-Cash,753,731
2022-08-31,Запад,B2C,Home & Kitchen,Cash,278,236
2022-08-31,Запад,B2C,Home & Kitchen,Non-Cash,518,439
2022-08-31,Запад,B2C,Sports,Cash,290,315
2022-08-31,Запад,B2C,Sports,Non-Cash,538,585
2022-08-31,Запад,B2C,Books,Cash,183,158
2022-08-31,Запад,B2C,Books,Non-Cash,339,292
2022-08-31,Запад,B2B,Electronics,Cash,472,630
2022-08-31,Запад,B2B,Electronics,Non-Cash,878,1170
2022-08-31,Запад,B2B,Clothing,Cash,509,525
2022-08-31,Запад,B2B,Clothing,Non-Cash,946,975
2022-08-31,Запад,B2B,Home & Kitchen,Cash,287,315
2022-08-31,Запад,B2B,Home & Kitchen,Non-Cash,532,585
2022-08-31,Запад,B2B,Sports,Cash,491,420
2022-08-31,Запад,B2B,Sports,Non-Cash,913,780
2022-08-31,Запад,B2B,Books,Cash,233,210
2022-08-31,Запад,B2B,Books,Non-Cash,433,390
2022-08-31,Запад,Mobile Commerce,Electronics,Cash,595,567
2022-08-31,Запад,Mobile Commerce,Electronics,Non-Cash,1106,1053
2022-08-31,Запад,Mobile Commerce,Clothing,Cash,467,472
2022-08-31,Запад,Mobile Commerce,Clothing,Non-Cash,869,878
2022-08-31,Запад,Mobile Commerce,Home & Kitchen,Cash,222,284
2022-08-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,410,526
2022-08-31,Запад,Mobile Commerce,Sports,Cash,314,378
2022-08-31,Запад,Mobile Commerce,Sports,Non-Cash,583,702
2022-08-31,Запад,Mobile Commerce,Books,Cash,193,189
2022-08-31,Запад,Mobile Commerce,Books,Non-Cash,358,351
2022-08-31,Восток,B2C,Electronics,Cash,820,788
2022-08-31,Восток,B2C,Electronics,Non-Cash,1520,1462
2022-08-31,Восток,B2C,Clothing,Cash,794,656
2022-08-31,Восток,B2C,Clothing,Non-Cash,1475,1219
2022-08-31,Восток,B2C,Home & Kitchen,Cash,386,394
2022-08-31,Восток,B2C,Home & Kitchen,Non-Cash,716,731
2022-08-31,Восток,B2C,Sports,Cash,562,525
2022-08-31,Восток,B2C,Sports,Non-Cash,1043,975
2022-08-31,Восток,B2C,Books,Cash,246,262
2022-08-31,Восток,B2C,Books,Non-Cash,459,488
2022-08-31,Восток,B2B,Electronics,Cash,872,1050
2022-08-31,Восток,B2B,Electronics,Non-Cash,1618,1950
2022-08-31,Восток,B2B,Clothing,Cash,718,875
2022-08-31,Восток,B2B,Clothing,Non-Cash,1332,1625
2022-08-31,Восток,B2B,Home & Kitchen,Cash,514,525
2022-08-31,Восток,B2B,Home & Kitchen,Non-Cash,956,975
2022-08-31,Восток,B2B,Sports,Cash,616,700
2022-08-31,Восток,B2B,Sports,Non-Cash,1144,1300
2022-08-31,Восток,B2B,Books,Cash,322,350
2022-08-31,Восток,B2B,Books,Non-Cash,598,650
2022-08-31,Восток,Mobile Commerce,Electronics,Cash,709,945
2022-08-31,Восток,Mobile Commerce,Electronics,Non-Cash,1316,1755
2022-08-31,Восток,Mobile Commerce,Clothing,Cash,678,788
2022-08-31,Восток,Mobile Commerce,Clothing,Non-Cash,1257,1462
2022-08-31,Восток,Mobile Commerce,Home & Kitchen,Cash,486,472
2022-08-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,904,878
2022-08-31,Восток,Mobile Commerce,Sports,Cash,699,630
2022-08-31,Восток,Mobile Commerce,Sports,Non-Cash,1299,1170
2022-08-31,Восток,Mobile Commerce,Books,Cash,315,315
2022-08-31,Восток,Mobile Commerce,Books,Non-Cash,585,585
2022-09-30,Север,B2C,Electronics,Cash,337,315
2022-09-30,Север,B2C,Electronics,Non-Cash,626,585
2022-09-30,Север,B2C,Clothing,Cash,307,262
2022-09-30,Север,B2C,Clothing,Non-Cash,571,488
2022-09-30,Север,B2C,Home & Kitchen,Cash,141,158
2022-09-30,Север,B2C,Home & Kitchen,Non-Cash,260,292
2022-09-30,Север,B2C,Sports,Cash,204,210
2022-09-30,Север,B2C,Sports,Non-Cash,378,390
2022-09-30,Север,B2C,Books,Cash,108,105
2022-09-30,Север,B2C,Books,Non-Cash,201,195
2022-09-30,Север,B2B,Electronics,Cash,399,420
2022-09-30,Север,B2B,Electronics,Non-Cash,741,780
2022-09-30,Север,B2B,Clothing,Cash,326,350
2022-09-30,Север,B2B,Clothing,Non-Cash,604,650
2022-09-30,Север,B2B,Home & Kitchen,Cash,166,210
2022-09-30,Север,B2B,Home & Kitchen,Non-Cash,308,390
2022-09-30,Север,B2B,Sports,Cash,272,280
2022-09-30,Север,B2B,Sports,Non-Cash,504,520
2022-09-30,Север,B2B,Books,Cash,154,140
2022-09-30,Север,B2B,Books,Non-Cash,286,260
2022-09-30,Север,Mobile Commerce,Electronics,Cash,355,378
2022-09-30,Север,Mobile Commerce,Electronics,Non-Cash,660,702
2022-09-30,Север,Mobile Commerce,Clothing,Cash,258,315
2022-09-30,Север,Mobile Commerce,Clothing,Non-Cash,480,585
2022-09-30,Север,Mobile Commerce,Home & Kitchen,Cash,157,189
2022-09-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,291,351
2022-09-30,Север,Mobile Commerce,Sports,Cash,222,252
2022-09-30,Север,Mobile Commerce,Sports,Non-Cash,412,468
2022-09-30,Север,Mobile Commerce,Books,Cash,101,126
2022-09-30,Север,Mobile Commerce,Books,Non-Cash,187,234
2022-09-30,Запад,B2C,Electronics,Cash,354,472
2022-09-30,Запад,B2C,Electronics,Non-Cash,658,878
2022-09-30,Запад,B2C,Clothing,Cash,327,394
2022-09-30,Запад,B2C,Clothing,Non-Cash,607,731
2022-09-30,Запад,B2C,Home & Kitchen,Cash,212,236
2022-09-30,Запад,B2C,Home & Kitchen,Non-Cash,395,439
2022-09-30,Запад,B2C,Sports,Cash,284,315
2022-09-30,Запад,B2C,Sports,Non-Cash,526,585
2022-09-30,Запад,B2C,Books,Cash,136,158
2022-09-30,Запад,B2C,Books,Non-Cash,251,292
2022-09-30,Запад,B2B,Electronics,Cash,498,630
2022-09-30,Запад,B2B,Electronics,Non-Cash,924,1170
2022-09-30,Запад,B2B,Clothing,Cash,599,525
2022-09-30,Запад,B2B,Clothing,Non-Cash,1112,975
2022-09-30,Запад,B2B,Home & Kitchen,Cash,324,315
2022-09-30,Запад,B2B,Home & Kitchen,Non-Cash,603,585
2022-09-30,Запад,B2B,Sports,Cash,504,420
2022-09-30,Запад,B2B,Sports,Non-Cash,936,780
2022-09-30,Запад,B2B,Books,Cash,212,210
2022-09-30,Запад,B2B,Books,Non-Cash,394,390
2022-09-30,Запад,Mobile Commerce,Electronics,Cash,482,567
2022-09-30,Запад,Mobile Commerce,Electronics,Non-Cash,895,1053
2022-09-30,Запад,Mobile Commerce,Clothing,Cash,571,472
2022-09-30,Запад,Mobile Commerce,Clothing,Non-Cash,1062,878
2022-09-30,Запад,Mobile Commerce,Home & Kitchen,Cash,352,284
2022-09-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,652,526
2022-09-30,Запад,Mobile Commerce,Sports,Cash,386,378
2022-09-30,Запад,Mobile Commerce,Sports,Non-Cash,716,702
2022-09-30,Запад,Mobile Commerce,Books,Cash,208,189
2022-09-30,Запад,Mobile Commerce,Books,Non-Cash,386,351
2022-09-30,Восток,B2C,Electronics,Cash,914,788
2022-09-30,Восток,B2C,Electronics,Non-Cash,1696,1462
2022-09-30,Восток,B2C,Clothing,Cash,610,656
2022-09-30,Восток,B2C,Clothing,Non-Cash,1134,1219
2022-09-30,Восток,B2C,Home & Kitchen,Cash,429,394
2022-09-30,Восток,B2C,Home & Kitchen,Non-Cash,797,731
2022-09-30,Восток,B2C,Sports,Cash,551,525
2022-09-30,Восток,B2C,Sports,Non-Cash,1024,975
2022-09-30,Восток,B2C,Books,Cash,309,262
2022-09-30,Восток,B2C,Books,Non-Cash,576,488
2022-09-30,Восток,B2B,Electronics,Cash,976,1050
2022-09-30,Восток,B2B,Electronics,Non-Cash,1813,1950
2022-09-30,Восток,B2B,Clothing,Cash,1050,875
2022-09-30,Восток,B2B,Clothing,Non-Cash,1950,1625
2022-09-30,Восток,B2B,Home & Kitchen,Cash,514,525
2022-09-30,Восток,B2B,Home & Kitchen,Non-Cash,956,975
2022-09-30,Восток,B2B,Sports,Cash,532,700
2022-09-30,Восток,B2B,Sports,Non-Cash,988,1300
2022-09-30,Восток,B2B,Books,Cash,284,350
2022-09-30,Восток,B2B,Books,Non-Cash,526,650
2022-09-30,Восток,Mobile Commerce,Electronics,Cash,1106,945
2022-09-30,Восток,Mobile Commerce,Electronics,Non-Cash,2053,1755
2022-09-30,Восток,Mobile Commerce,Clothing,Cash,969,788
2022-09-30,Восток,Mobile Commerce,Clothing,Non-Cash,1798,1462
2022-09-30,Восток,Mobile Commerce,Home & Kitchen,Cash,496,472
2022-09-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,922,878
2022-09-30,Восток,Mobile Commerce,Sports,Cash,573,630
2022-09-30,Восток,Mobile Commerce,Sports,Non-Cash,1065,1170
2022-09-30,Восток,Mobile Commerce,Books,Cash,318,315
2022-09-30,Восток,Mobile Commerce,Books,Non-Cash,591,585
2022-10-31,Север,B2C,Electronics,Cash,346,315
2022-10-31,Север,B2C,Electronics,Non-Cash,644,585
2022-10-31,Север,B2C,Clothing,Cash,325,262
2022-10-31,Север,B2C,Clothing,Non-Cash,605,488
2022-10-31,Север,B2C,Home & Kitchen,Cash,185,158
2022-10-31,Север,B2C,Home & Kitchen,Non-Cash,342,292
2022-10-31,Север,B2C,Sports,Cash,176,210
2022-10-31,Север,B2C,Sports,Non-Cash,328,390
2022-10-31,Север,B2C,Books,Cash,125,105
2022-10-31,Север,B2C,Books,Non-Cash,232,195
2022-10-31,Север,B2B,Electronics,Cash,370,420
2022-10-31,Север,B2B,Electronics,Non-Cash,686,780
2022-10-31,Север,B2B,Clothing,Cash,284,350
2022-10-31,Север,B2B,Clothing,Non-Cash,526,650
2022-10-31,Север,B2B,Home & Kitchen,Cash,237,210
2022-10-31,Север,B2B,Home & Kitchen,Non-Cash,441,390
2022-10-31,Север,B2B,Sports,Cash,319,280
2022-10-31,Север,B2B,Sports,Non-Cash,593,520
2022-10-31,Север,B2B,Books,Cash,116,140
2022-10-31,Север,B2B,Books,Non-Cash,216,260
2022-10-31,Север,Mobile Commerce,Electronics,Cash,333,378
2022-10-31,Север,Mobile Commerce,Electronics,Non-Cash,618,702
2022-10-31,Север,Mobile Commerce,Clothing,Cash,258,315
2022-10-31,Север,Mobile Commerce,Clothing,Non-Cash,480,585
2022-10-31,Север,Mobile Commerce,Home & Kitchen,Cash,172,189
2022-10-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,319,351
2022-10-31,Север,Mobile Commerce,Sports,Cash,244,252
2022-10-31,Север,Mobile Commerce,Sports,Non-Cash,454,468
2022-10-31,Север,Mobile Commerce,Books,Cash,113,126
2022-10-31,Север,Mobile Commerce,Books,Non-Cash,211,234
2022-10-31,Запад,B2C,Electronics,Cash,472,472
2022-10-31,Запад,B2C,Electronics,Non-Cash,878,878
2022-10-31,Запад,B2C,Clothing,Cash,327,394
2022-10-31,Запад,B2C,Clothing,Non-Cash,607,731
2022-10-31,Запад,B2C,Home & Kitchen,Cash,260,236
2022-10-31,Запад,B2C,Home & Kitchen,Non-Cash,483,439
2022-10-31,Запад,B2C,Sports,Cash,255,315
2022-10-31,Запад,B2C,Sports,Non-Cash,474,585
2022-10-31,Запад,B2C,Books,Cash,145,158
2022-10-31,Запад,B2C,Books,Non-Cash,269,292
2022-10-31,Запад,B2B,Electronics,Cash,517,630
2022-10-31,Запад,B2B,Electronics,Non-Cash,959,1170
2022-10-31,Запад,B2B,Clothing,Cash,499,525
2022-10-31,Запад,B2B,Clothing,Non-Cash,926,975
2022-10-31,Запад,B2B,Home & Kitchen,Cash,315,315
2022-10-31,Запад,B2B,Home & Kitchen,Non-Cash,585,585
2022-10-31,Запад,B2B,Sports,Cash,323,420
2022-10-31,Запад,B2B,Sports,Non-Cash,601,780
2022-10-31,Запад,B2B,Books,Cash,191,210
2022-10-31,Запад,B2B,Books,Non-Cash,355,390
2022-10-31,Запад,Mobile Commerce,Electronics,Cash,680,567
2022-10-31,Запад,Mobile Commerce,Electronics,Non-Cash,1264,1053
2022-10-31,Запад,Mobile Commerce,Clothing,Cash,463,472
2022-10-31,Запад,Mobile Commerce,Clothing,Non-Cash,860,878
2022-10-31,Запад,Mobile Commerce,Home & Kitchen,Cash,281,284
2022-10-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,521,526
2022-10-31,Запад,Mobile Commerce,Sports,Cash,299,378
2022-10-31,Запад,Mobile Commerce,Sports,Non-Cash,555,702
2022-10-31,Запад,Mobile Commerce,Books,Cash,210,189
2022-10-31,Запад,Mobile Commerce,Books,Non-Cash,390,351
2022-10-31,Восток,B2C,Electronics,Cash,938,788
2022-10-31,Восток,B2C,Electronics,Non-Cash,1740,1462
2022-10-31,Восток,B2C,Clothing,Cash,813,656
2022-10-31,Восток,B2C,Clothing,Non-Cash,1512,1219
2022-10-31,Восток,B2C,Home & Kitchen,Cash,386,394
2022-10-31,Восток,B2C,Home & Kitchen,Non-Cash,716,731
2022-10-31,Восток,B2C,Sports,Cash,551,525
2022-10-31,Восток,B2C,Sports,Non-Cash,1024,975
2022-10-31,Восток,B2C,Books,Cash,262,262
2022-10-31,Восток,B2C,Books,Non-Cash,488,488
2022-10-31,Восток,B2B,Electronics,Cash,998,1050
2022-10-31,Восток,B2B,Electronics,Non-Cash,1852,1950
2022-10-31,Восток,B2B,Clothing,Cash,945,875
2022-10-31,Восток,B2B,Clothing,Non-Cash,1755,1625
2022-10-31,Восток,B2B,Home & Kitchen,Cash,588,525
2022-10-31,Восток,B2B,Home & Kitchen,Non-Cash,1092,975
2022-10-31,Восток,B2B,Sports,Cash,686,700
2022-10-31,Восток,B2B,Sports,Non-Cash,1274,1300
2022-10-31,Восток,B2B,Books,Cash,357,350
2022-10-31,Восток,B2B,Books,Non-Cash,663,650
2022-10-31,Восток,Mobile Commerce,Electronics,Cash,983,945
